Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y
-3.499200000000087,3.608199999999954,1.6375999999999067,0.04640000000006239,-2.9338000000000193,-0.5086000000000013,-1.7837999999999283,-2.3769999999999527,-0.009999999999990905,-0.02879999999993288,1.7990000000000919,1.2197999999999638,8.188199999999938,-1.0875999999999522,4.66599999999994,-2.9612000000000194,2.3040000000000873,-1.7824000000000524,0.09600000000000364,-0.0627999999999247,-7.639999999999873,-0.10819999999995389,-3.4739999999999327,5.257400000000018,3.4760000000001128,-1.7878000000000043,0.04600000000004911,-2.3254000000000588,1.2039999999999509,-10.550599999999974,-3.4786000000001422,2.3964000000000283,-1.2777999999999565,8.18259999999998,-6.428400000000124,7.598400000000083
-0.5851999999999862,3.484199999999987,-1.0864000000001397,0.08940000000006876,-0.007800000000088403,2.2794000000000096,-1.7357999999999265,0.5580000000001064,0.002000000000066393,-0.007799999999974716,1.7600000000001046,1.178799999999967,5.379199999999969,1.6084000000000174,4.7159999999998945,-0.11420000000003938,-0.4960000000000946,1.218599999999924,0.06600000000003092,0.029200000000059845,-4.669999999999845,-0.016199999999912507,2.2660000000000764,5.319399999999973,0.5960000000000036,4.102200000000039,-0.0039999999999054126,0.5605999999999653,-10.605999999999995,-4.673600000000022,-0.5706000000001268,2.294400000000053,-1.1158000000000357,5.267600000000016,-3.5544000000001006,1.7884000000000242
2.3577999999999975,0.5431999999999562,-1.1364000000000942,0.09040000000004511,0.06219999999996162,2.330400000000054,1.1822000000000799,0.6020000000000891,0.03700000000003456,0.018200000000092587,-1.2139999999999418,1.133799999999951,-9.41980000000001,1.7774,-4.1340000000000146,2.9277999999999906,-0.5960000000000036,1.1275999999999158,-0.013999999999896318,-0.020799999999951524,1.1900000000000546,0.02480000000008431,-3.543999999999869,-3.45859999999999,-2.314000000000078,-1.7057999999999538,2.9160000000001673,0.5605999999999653,9.993999999999915,4.079400000000021,2.2983999999999014,-0.510599999999954,1.7852000000000317,-0.6084000000000174,-0.5854000000000497,-1.205600000000004
2.274799999999914,-2.3268000000000484,-1.1144000000001597,-0.09059999999993806,-0.024800000000027467,-0.6145999999999958,-1.7527999999999793,-2.324999999999932,-0.1029999999999518,-0.013799999999946522,-1.1759999999999309,-1.7232000000000198,-3.505800000000022,-1.0795999999999708,-4.014000000000124,0.109800000000007,-0.5860000000000127,-1.7264000000000692,-0.07399999999984175,-0.001799999999946067,4.130000000000109,-0.001199999999926149,2.3759999999999764,-3.570600000000013,0.5460000000000491,-1.7477999999999838,2.94600000000014,0.6335999999999444,1.1739999999999782,6.99939999999998,2.272399999999948,-0.6055999999999813,1.6961999999999762,-3.558400000000006,5.277599999999893,-1.208599999999933
-0.5482000000000653,-5.308800000000019,1.6995999999999185,-0.13559999999995398,2.904199999999946,-3.486599999999953,4.090200000000095,3.54200000000003,0.07400000000006912,0.03220000000010259,-1.168999999999869,-1.8092000000000326,-0.6417999999999893,-1.2185999999999808,-1.234000000000151,0.037800000000004275,-0.6259999999999764,1.1625999999999408,-0.07399999999984175,0.05620000000004666,6.9900000000002365,0.1008000000000493,2.3759999999999764,-3.5475999999999885,-2.3040000000000873,1.1392000000000166,-5.903999999999996,0.5705999999999563,-1.7660000000000764,4.145399999999995,-0.5216000000000349,-3.5745999999999754,-1.0878000000000156,-9.283399999999972,5.290599999999927,-6.972599999999943
-1.7652000000000498,6.414800000000071,-0.0807999999999538,4.658199999999965,-2.932199999999966,5.830999999999904,15.272800000000075,7.020399999999995,1.1223999999999705,-1.7122000000000526,-0.6641999999999371,5.871600000000001,-1.1078000000001111,3.4511999999999716,0.005999999999858119,-0.022999999999967713,-2.259999999999991,-1.7875999999999976,1.7300000000000182,-2.329800000000091,0.5539999999998599,0.04140000000006694,-2.882000000000062,0.06619999999998072,-2.3479999999999563,-1.1607999999999947,-8.205999999999904,0.6166000000000054,-10.003999999999905,10.537399999999991,-4.049199999999928,6.442999999999984,-1.6994000000000824,2.863399999999956,-8.78180000000009,2.8946000000000254
-1.6782000000000608,0.5698000000000434,0.006200000000035288,1.7771999999999935,0.03580000000010841,2.88799999999992,3.55580000000009,-4.660599999999931,1.242399999999975,-1.7372000000000298,-0.536200000000008,2.955600000000004,-1.1398000000000366,3.449200000000019,-0.0340000000001055,0.06400000000002137,0.6100000000001273,1.1864000000000487,-1.1499999999998636,0.5431999999999562,-2.3859999999999673,0.028400000000033288,-0.032000000000152795,0.07519999999993843,3.491999999999962,1.7592000000000212,-8.27599999999984,6.471600000000024,-1.1440000000000055,7.602400000000046,1.7048000000000911,0.58299999999997,1.0435999999999694,0.05139999999994416,-5.869800000000055,0.041600000000016735
1.1237999999999602,-2.2831999999999653,0.0141999999999598,1.8211999999999762,0.07780000000002474,0.0019999999999527063,0.6888000000001284,-1.802599999999984,1.242399999999975,4.050799999999981,-0.49320000000000164,2.9186000000000263,1.6901999999998907,0.5881999999999721,2.9559999999999036,-0.031999999999982265,-2.349999999999909,1.1774000000000342,-4.0499999999999545,0.6081999999999539,3.4939999999999145,0.023400000000037835,-0.021999999999934516,-0.08380000000005339,-2.3579999999999472,1.7092000000000098,0.5940000000002783,-2.4033999999999764,-1.1440000000000055,-4.084599999999966,-1.1551999999999225,0.5559999999999832,1.0965999999999667,-0.016600000000039472,-5.815800000000081,-0.03139999999996235
4.089799999999968,-5.240199999999959,0.05920000000003256,-4.126800000000003,2.845800000000054,-2.9360000000000355,-5.386199999999917,-4.656599999999912,-1.7656000000000631,-1.7192000000000007,-0.5202000000000453,-5.859399999999994,-1.182800000000043,-2.268799999999999,-2.9139999999999873,-0.008999999999957708,3.4700000000000273,1.1514000000000237,4.650000000000091,0.5661999999999239,0.5839999999998327,-0.10959999999994352,2.9479999999998654,0.030199999999979354,0.6319999999998345,-1.1417999999999893,6.454000000000178,-2.3543999999999983,1.7560000000000855,-7.050599999999974,4.651800000000094,-5.281000000000063,1.2565999999999349,-2.949600000000032,8.792199999999866,-2.8623999999999796
-1.7702000000000453,0.5388000000000375,0.0012000000000398359,-4.129800000000046,-0.02719999999999345,-5.785000000000025,-14.131199999999922,4.09940000000006,-1.841600000000085,1.1177999999999884,2.213799999999992,-5.8863999999999805,1.740199999999959,-5.219800000000021,-0.014000000000123691,0.0,0.5299999999999727,-1.7275999999999954,-1.1799999999998363,0.6121999999999161,-2.2460000000000946,0.016400000000032833,-0.011999999999943611,-0.08780000000001564,0.58199999999988,-1.1657999999999902,9.434000000000196,-2.3303999999999974,10.536000000000058,-7.004599999999982,-1.1521999999998798,-2.3010000000000446,-1.697400000000016,0.05139999999994416,11.675199999999904,-0.042399999999929605
