Nose_x,Nose_y,Nose_z,LEye_x,LEye_y,LEye_z,REye_x,REye_y,REye_z,LShoulder_x,LShoulder_y,LShoulder_z,RShoulder_x,RShoulder_y,RShoulder_z,LElbow_x,LElbow_y,LElbow_z,RElbow_x,RElbow_y,RElbow_z,LWrist_x,LWrist_y,LWrist_z,RWrist_x,RWrist_y,RWrist_z,LPinky_x,LPinky_y,LPinky_z,RPinky_x,RPinky_y,RPinky_z,LIndex_x,LIndex_y,LIndex_z,RIndex_x,RIndex_y,RIndex_z,LThumb_x,LThumb_y,LThumb_z,RThumb_x,RThumb_y,RThumb_z,LHip_x,LHip_y,LHip_z,RHip_x,RHip_y,RHip_z,LKnee_x,LKnee_y,LKnee_z,RKnee_x,RKnee_y,RKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,RAnkle_x,RAnkle_y,RAnkle_z,LHeel_x,LHeel_y,LHeel_z,RHeel_x,RHeel_y,RHeel_z,LFIndex_x,LFIndex_y,LFIndex_z,RFIndex_x,RFIndex_y,RFIndex_z
0.3722255825996399,0.3728164136409759,-0.2473964244127273,0.37793830037117,0.3625186681747436,-0.2190806418657302,0.3537042737007141,0.3639784157276153,-0.2419691234827041,0.4089612662792206,0.389304518699646,0.1505946964025497,0.3105115592479706,0.4032221436500549,-0.0788587629795074,0.4473948776721954,0.4449697732925415,0.1032714769244194,0.3085089921951294,0.4633210003376007,-0.1442132592201233,0.4851499199867248,0.4473055303096771,-0.2212381511926651,0.3336856961250305,0.4745654165744781,-0.2749903202056885,0.4991735517978668,0.4475463330745697,-0.2758980691432953,0.3355492651462555,0.4825912117958069,-0.3127568960189819,0.4968365728855133,0.446002185344696,-0.3105846047401428,0.3409600555896759,0.4781611561775207,-0.3284814059734344,0.4872282147407532,0.4467361569404602,-0.2439419627189636,0.3436761498451233,0.4756284058094024,-0.2824835479259491,0.4420475661754608,0.5106936693191528,0.1169033944606781,0.3856164813041687,0.5221086144447327,-0.1167432814836502,0.540601372718811,0.4701947569847107,-0.1635729670524597,0.4838992953300476,0.4724335074424743,-0.4957221746444702,0.5157837867736816,0.5633242130279541,-0.0341958589851856,0.5001486539840698,0.56600022315979,-0.2875322103500366,0.5064517259597778,0.5703070759773254,-0.0237887166440486,0.4839023351669311,0.5812903046607971,-0.2624466121196747,0.5475876331329346,0.5985161662101746,-0.0984757170081138,0.5527943968772888,0.5975275635719299,-0.3182545602321625
0.375982791185379,0.3752436637878418,-0.3406748473644256,0.3799173831939697,0.3654364049434662,-0.3161733150482178,0.3573613464832306,0.3670348823070526,-0.3245057761669159,0.4293054640293121,0.3931439220905304,0.0613547414541244,0.3150905668735504,0.4041122496128082,-0.077185571193695,0.4540407061576843,0.4543321132659912,-0.0167481526732444,0.3213349878787994,0.4632354378700256,-0.1641066372394561,0.4962185025215149,0.4482964277267456,-0.3762940466403961,0.3466973900794983,0.4791543483734131,-0.4400957524776459,0.5105766654014587,0.4486977159976959,-0.4443843066692352,0.3470253646373749,0.4858033657073974,-0.4976038038730621,0.5068280696868896,0.4460561573505401,-0.4824572503566742,0.3471669852733612,0.4797495007514953,-0.5220138430595398,0.4994791448116302,0.4468395113945007,-0.4007264375686645,0.3497644662857055,0.477415382862091,-0.4552483856678009,0.452722430229187,0.5085235238075256,0.0928653925657272,0.3952826261520386,0.5220416188240051,-0.0925061032176017,0.5411058664321899,0.4711463153362274,-0.2942311465740204,0.4830535054206848,0.4821147322654724,-0.5265682935714722,0.521814227104187,0.5630652904510498,-0.1445413827896118,0.5148930549621582,0.57171231508255,-0.3327723443508148,0.5079652070999146,0.5709311366081238,-0.1318465024232864,0.5061704516410828,0.5837841033935547,-0.3103869259357452,0.5494210720062256,0.5990776419639587,-0.2333830296993255,0.5570218563079834,0.6066333651542664,-0.4059601128101349
0.3874742388725281,0.3821673095226288,-0.3209123909473419,0.3918012678623199,0.3727314472198486,-0.2965698540210724,0.3685644567012787,0.3749992251396179,-0.3048297464847564,0.4495294690132141,0.3996191322803497,0.072963461279869,0.3271529078483581,0.4168067574501037,-0.0519828349351882,0.4758401215076446,0.4614358842372894,-0.0090985717251896,0.3512925207614898,0.4799737632274627,-0.1488476395606994,0.513475239276886,0.4543132185935974,-0.3691722154617309,0.360278308391571,0.4931174516677856,-0.4179145693778991,0.5298722386360168,0.4572835564613342,-0.4371474087238312,0.3597688376903534,0.49951833486557,-0.4716954827308655,0.5280494093894958,0.4524659216403961,-0.471089243888855,0.359059065580368,0.4916074872016907,-0.5006510615348816,0.5201331377029419,0.4528002142906189,-0.3926520049571991,0.3604631125926971,0.4887379109859466,-0.434500515460968,0.471965491771698,0.5107458829879761,0.0799028649926185,0.4068207442760467,0.5249609351158142,-0.0795341432094574,0.5490784645080566,0.4773906469345093,-0.3324546813964844,0.4798284471035003,0.4897312819957733,-0.5242757201194763,0.5365262031555176,0.570303201675415,-0.2083660364151001,0.519277811050415,0.5811873078346252,-0.3665024936199188,0.5237135887145996,0.5808862447738647,-0.1981219053268432,0.5102063417434692,0.5919486284255981,-0.3488064706325531,0.5633785128593445,0.6072956919670105,-0.3060139119625091,0.5596783757209778,0.6191695928573608,-0.455535888671875
0.3972636759281158,0.3903848826885223,-0.2072529047727584,0.4053655862808227,0.379642903804779,-0.1854108572006225,0.3781019449234009,0.3824333548545837,-0.1849949061870575,0.4757155478000641,0.4089592099189758,0.1037103757262229,0.3372583389282226,0.4287853240966797,0.0950417965650558,0.5087652802467346,0.4693244397640228,0.0150887928903102,0.3531750738620758,0.4860270023345947,0.0741175338625907,0.5316118597984314,0.4637027978897095,-0.3387006819248199,0.3704648315906524,0.5045265555381775,-0.1433890461921692,0.5442337393760681,0.4654265344142914,-0.4033256471157074,0.3692107796669006,0.5106081366539001,-0.1793028265237808,0.5396993160247803,0.459207683801651,-0.4289354681968689,0.3665998876094818,0.5016864538192749,-0.2107380926609039,0.5311170816421509,0.4594995677471161,-0.3576235175132751,0.368791401386261,0.4987395405769348,-0.1582523882389068,0.4960276782512665,0.5226699113845825,0.0353569164872169,0.4265143275260925,0.5343663692474365,-0.0347949638962745,0.5500204563140869,0.4805725514888763,-0.4466774761676788,0.4677027463912964,0.4967425167560577,-0.5365759134292603,0.5449824333190918,0.5881519913673401,-0.3998413980007171,0.5200466513633728,0.5947439074516296,-0.472886323928833,0.5372481346130371,0.6014026403427124,-0.3988835513591766,0.5138620138168335,0.6062948703765869,-0.4663382470607757,0.5626413226127625,0.6254633665084839,-0.5508345365524292,0.5581708550453186,0.6308913826942444,-0.6121629476547241
0.410161554813385,0.3986544013023376,-0.1799661517143249,0.4205210506916046,0.3870384395122528,-0.1574760228395462,0.391798734664917,0.3898213505744934,-0.1592465490102768,0.494882732629776,0.4183794260025024,0.1063214614987373,0.3480664491653442,0.4393748641014099,0.119148164987564,0.5261790156364441,0.4783585965633392,-0.0111624849960207,0.3572007715702057,0.5005966424942017,0.0400158278644084,0.5457945466041565,0.4741241931915283,-0.3827424943447113,0.3824889063835144,0.5144042372703552,-0.2334389835596084,0.560285210609436,0.4745560884475708,-0.4496106207370758,0.3823033273220062,0.5212579965591431,-0.2781554460525512,0.5554693937301636,0.4683643579483032,-0.4747999310493469,0.3780767917633056,0.5107920169830322,-0.3023271262645721,0.5474827289581299,0.4685234725475311,-0.401088148355484,0.3803268671035766,0.5080841779708862,-0.2461705952882766,0.5219423770904541,0.5345485210418701,0.0088664814829826,0.4468048512935638,0.5461942553520203,-0.0082902945578098,0.5469292402267456,0.4892328381538391,-0.5000439882278442,0.4673605859279632,0.5062898993492126,-0.5298500657081604,0.5500701665878296,0.6019100546836853,-0.4832690954208374,0.521725058555603,0.6054885387420654,-0.517957329750061,0.549956738948822,0.6123664379119873,-0.4881556034088135,0.5197303891181946,0.6150364279747009,-0.5207144021987915,0.5611327886581421,0.6438032984733582,-0.6713016629219055,0.5512651205062866,0.6440626978874207,-0.6999526023864746
0.4202252328395843,0.4069752693176269,-0.1734801232814788,0.4311635494232178,0.3947575688362121,-0.1501872092485427,0.4016556441783905,0.3978449404239654,-0.1512501239776611,0.513019323348999,0.4262118935585022,0.1236519813537597,0.3619617521762848,0.45057412981987,0.1263623386621475,0.5438921451568604,0.4872414767742157,-0.0214257836341857,0.3705897927284241,0.5142151117324829,-0.0028845986817032,0.5597942471504211,0.4803688824176788,-0.3879826366901397,0.3874548673629761,0.5227686166763306,-0.3426638841629028,0.570720911026001,0.4815177619457245,-0.4536665976047516,0.385647177696228,0.5278088450431824,-0.4049345850944519,0.5666829943656921,0.4740229547023773,-0.4764318764209747,0.3840461075305938,0.5182675123214722,-0.4260146617889404,0.5589914917945862,0.4741532802581787,-0.4047874510288238,0.3869465589523315,0.5157289505004883,-0.3563679456710815,0.5386488437652588,0.5446953177452087,0.0089816311374306,0.4606305658817291,0.5544344186782837,-0.0083308974280953,0.5535145998001099,0.4999719560146332,-0.4974673092365265,0.4669258594512939,0.5162650346755981,-0.5590465664863586,0.5571576356887817,0.6138274669647217,-0.5019981265068054,0.5251013040542603,0.622026801109314,-0.5747983455657959,0.5600082874298096,0.6258695125579834,-0.5109248161315918,0.528532087802887,0.6313073039054871,-0.5823232531547546,0.5601389408111572,0.6580936908721924,-0.7003195881843567,0.5494844317436218,0.6652061343193054,-0.7794213891029358
0.4303215146064758,0.4145115911960602,-0.1568321138620376,0.4411648511886596,0.4028793275356293,-0.1342580765485763,0.412651777267456,0.4060879051685333,-0.132496029138565,0.5255751609802246,0.4349316954612732,0.1231132447719574,0.3761772811412811,0.4568567276000976,0.1354106068611145,0.5501144528388977,0.4952654540538788,-0.0586590953171253,0.3894481658935547,0.5139980912208557,-0.0185660775750875,0.5667585134506226,0.4892435669898987,-0.4214556515216827,0.3891348242759704,0.5293195247650146,-0.3833886086940765,0.5783633589744568,0.4881179332733154,-0.4872905015945434,0.3836172521114349,0.534109890460968,-0.449619323015213,0.5741828083992004,0.4835890531539917,-0.5096974968910217,0.3830357789993286,0.526840329170227,-0.4734167158603668,0.5669666528701782,0.4841430783271789,-0.4380863308906555,0.3877541422843933,0.5242412090301514,-0.3998696506023407,0.5448887944221497,0.5522299408912659,-0.0057483245618641,0.4680433273315429,0.5609565377235413,0.0064033241942524,0.5528109669685364,0.5148942470550537,-0.5215405821800232,0.4597325623035431,0.5307580828666687,-0.5452307462692261,0.5536701679229736,0.630324125289917,-0.5531582832336426,0.5230177044868469,0.6385008692741394,-0.5596723556518555,0.5580915808677673,0.6434216499328613,-0.5653978586196899,0.5286373496055603,0.648360013961792,-0.5694836974143982,0.5554268956184387,0.6703031063079834,-0.7650934457778931,0.536806583404541,0.6743729114532471,-0.7692098021507263
0.4356272220611572,0.4199191331863403,-0.1673374772071838,0.4475622177124023,0.4079795181751251,-0.1423078328371048,0.4192277789115906,0.4110511541366577,-0.1383923143148422,0.5366959571838379,0.4444260895252228,0.0993775054812431,0.3879481852054596,0.4655575156211853,0.1424656808376312,0.5641936659812927,0.5079255700111389,-0.0894999057054519,0.4088163077831268,0.5227416753768921,0.008388883434236,0.5734858512878418,0.5009475946426392,-0.4478810429573059,0.3896968066692352,0.5354889631271362,-0.357592761516571,0.581550121307373,0.4995468556880951,-0.5150148272514343,0.3800292611122131,0.5425611138343811,-0.4223222732543945,0.576052188873291,0.4949164390563965,-0.5394575595855713,0.3788144588470459,0.5366314053535461,-0.4510610997676849,0.5705984234809875,0.4951800107955932,-0.4650033712387085,0.3840115368366241,0.5334723591804504,-0.3762558102607727,0.5548250079154968,0.5569900274276733,-0.0193636901676654,0.4754801094532013,0.5672133564949036,0.0199289042502641,0.5520840287208557,0.5276969075202942,-0.5474427938461304,0.4569154381752014,0.5415351986885071,-0.5216183066368103,0.5505933165550232,0.6431315541267395,-0.5589548945426941,0.5202347040176392,0.6490963697433472,-0.5281633138656616,0.5525640249252319,0.653668224811554,-0.5688314437866211,0.5263307690620422,0.658588707447052,-0.5383888483047485,0.5327381491661072,0.6852231621742249,-0.7734541893005371,0.5177505612373352,0.688325822353363,-0.7435648441314697
0.4391981363296509,0.4251407384872436,-0.1742487400770187,0.4531185925006866,0.4130709767341614,-0.149146094918251,0.4232199192047119,0.4161964654922485,-0.1441274434328079,0.5450865626335144,0.4514118432998657,0.0871665179729461,0.3936801552772522,0.4713731706142425,0.1397476494312286,0.5722360014915466,0.5144516229629517,-0.103906325995922,0.4167529344558716,0.530922532081604,0.0100341849029064,0.5785589814186096,0.5104950666427612,-0.4625221490859985,0.3869715929031372,0.542966902256012,-0.3600932955741882,0.5840712189674377,0.5099313259124756,-0.5306222438812256,0.376982718706131,0.5488781332969666,-0.4288528561592102,0.5773415565490723,0.504115879535675,-0.5537875294685364,0.3768283724784851,0.5428479909896851,-0.4602721035480499,0.5727699995040894,0.5041223764419556,-0.4791799187660217,0.3808422386646271,0.5404215455055237,-0.3811667561531067,0.5560543537139893,0.5629805326461792,-0.021106356754899,0.4729639887809753,0.5710754990577698,0.0217126533389091,0.551578938961029,0.5389041900634766,-0.5625283718109131,0.4529212713241577,0.5498080253601074,-0.52565598487854,0.54072505235672,0.6535908579826355,-0.5728903412818909,0.502141535282135,0.6591156721115112,-0.5337240695953369,0.547991931438446,0.6656286120414734,-0.5831913948059082,0.5175653100013733,0.6691732406616211,-0.5442754626274109,0.5206238031387329,0.6985132098197937,-0.7981054782867432,0.492534339427948,0.6996349692344666,-0.7621227502822876
0.4379676580429077,0.4304072856903076,-0.1626307368278503,0.4524803161621094,0.4170190095901489,-0.1401257961988449,0.4222533404827118,0.4210852980613708,-0.1300075501203537,0.5517502427101135,0.4589695036411285,0.0711661800742149,0.3998034298419952,0.4763987958431244,0.1599764227867126,0.5721163749694824,0.5247712135314941,-0.1341629326343536,0.4248678684234619,0.5387136936187744,0.0314269363880157,0.5744791626930237,0.5200145244598389,-0.4713060855865478,0.3842000961303711,0.5479178428649902,-0.3510401844978332,0.5779073238372803,0.5174894332885742,-0.534825325012207,0.3735674917697906,0.5538915991783142,-0.4174525439739227,0.5724782943725586,0.5099232196807861,-0.5556679368019104,0.3708713948726654,0.5474985837936401,-0.4478218853473663,0.5678989887237549,0.5103961825370789,-0.4857358634471893,0.3786285519599914,0.5449645519256592,-0.3717777132987976,0.5588027834892273,0.5743215680122375,-0.0327456705272197,0.4747121930122375,0.5807024836540222,0.0333378352224826,0.5313069224357605,0.54463791847229,-0.5359126925468445,0.4424070715904236,0.5543736219406128,-0.4933282136917114,0.5201181173324585,0.6629235148429871,-0.5761412978172302,0.4832481741905212,0.6691742539405823,-0.5371220111846924,0.5283306241035461,0.67812180519104,-0.5877862572669983,0.4976971447467804,0.682867169380188,-0.552077054977417,0.4914508163928985,0.7088680863380432,-0.7834017872810364,0.4720500111579895,0.7083063721656799,-0.7613433003425598
